filename,id,title,text,sentence_count,sentence,question,answer
wiki_64,161158,Yüxexes,"Yüxexes, İpek Atcan'ın sunduğu, her hafta Dream TV'de Türk rock müziğinden son haberlerin, en yeni kliplerin gösterildiği ve alternatif müziğin başarılı isimlerinin katıldığı TV programıydı.",1,"Yüxexes, İpek Atcan'ın sunduğu, her hafta Dream TV'de Türk rock müziğinden son haberlerin, en yeni kliplerin gösterildiği ve alternatif müziğin başarılı isimlerinin katıldığı TV programıydı.",Yüxexes adlı televizyon programını kim sunuyordu?,Yüxexes programını İpek Atcan sunuyordu.
wiki_67,166468,Hagen-Oberhagen,"Hagen-Oberhagen, Almanya'nın Kuzey Ren-Vestfalya eyaletinde, Hagen kentine bağlı idari bölge.",1,"Hagen-Oberhagen, Almanya'nın Kuzey Ren-Vestfalya eyaletinde, Hagen kentine bağlı idari bölge.",Hagen-Oberhagen hangi ülkenin hangi eyaletinde yer almaktadır?,"Hagen-Oberhagen, Almanya'nın Kuzey Ren-Vestfalya eyaletinde yer almaktadır."
wiki_69,170171,"Bahadırlı, Kulu","Bahadırlı, Konya il Kulu ilçesine bağlı bir mahalledir.",1,"Bahadırlı, Konya il Kulu ilçesine bağlı bir mahalledir.","Bahadırlı, hangi ilin hangi ilçesine bağlı bir mahalledir?","Bahadırlı, Konya ilinin Kulu ilçesine bağlı bir mahalledir."
wiki_76,186677,Lødingen,"Lødingen, Norveç'in Nordland eyâletindeki bir şehirdir.",1,"Lødingen, Norveç'in Nordland eyâletindeki bir şehirdir.",Lødingen hangi ülkenin hangi eyâletindedir?,"Lødingen, Norveç'in Nordland eyâletinde yer almaktadır."
wiki_78,190208,Deplasman,"Deplasman, kökeni yer değiştirme anlamına gelen İngilizcede displacement, Fransızca déplacement kelimesine dayanan kavram aşağıdaki anlamlara gelebilir.",1,"Deplasman, kökeni yer değiştirme anlamına gelen İngilizcede displacement, Fransızca déplacement kelimesine dayanan kavram aşağıdaki anlamlara gelebilir.",Metne göre 'deplasman' kelimesinin kökeninde bulunan İngilizce ve Fransızca kelimeler hangi anlama gelmektedir?,Metne göre 'deplasman' kelimesinin kökeninde bulunan İngilizce 'displacement' ve Fransızca 'déplacement' kelimeleri 'yer değiştirme' anlamına gelmektedir.
wiki_79,192074,Scaphopoda,"Scaphopoda (deniz dişleri), Mollusca şubesine bağlı bir hayvan sınıfıdır.",1,"Scaphopoda (deniz dişleri), Mollusca şubesine bağlı bir hayvan sınıfıdır.",Scaphopoda hangi şubeye bağlı bir hayvan sınıfıdır?,"Scaphopoda, Mollusca şubesine bağlı bir hayvan sınıfıdır."
wiki_83,200217,Berberis vulgaris,"Berberis vulgaris, ""Berberis"" cinsine bağlı bir bitki türüdür.",1,"Berberis vulgaris, ""Berberis"" cinsine bağlı bir bitki türüdür.",Berberis vulgaris bitkisi hangi cinse aittir?,"Berberis vulgaris bitkisi, ""Berberis"" cinsine bağlıdır."
wiki_84,202903,Erdemli Meslek Yüksekokulu,"Erdemli Meslek Yüksekokulu Alata Bahçe Kültürleri'ne ait binada eğitim-öğretim faaliyetlerini sürdürmekte iken Erdemli Belediyesi, Erdemli Kaymakamlığı ve sivil toplum örgütlerinin katkıları ile yaptırılan Erdemli Belediyesine ait binaya 2005 yılında taşınmıştır.
Bilgisayar Programcılığı Ve Teknikerliği
Bankacılık
Muhasebe
İşletme",1,"Erdemli Meslek Yüksekokulu Alata Bahçe Kültürleri'ne ait binada eğitim-öğretim faaliyetlerini sürdürmekte iken Erdemli Belediyesi, Erdemli Kaymakamlığı ve sivil toplum örgütlerinin katkıları ile yaptırılan Erdemli Belediyesine ait binaya 2005 yılında taşınmıştır.",Erdemli Meslek Yüksekokulu yeni binasına ne zaman taşınmıştır?,"Erdemli Meslek Yüksekokulu, 2005 yılında yeni binasına taşınmıştır."
wiki_85,205322,Chlamydoselachidae,"Chlamydoselachidae, Hexanchiformes takımına bağlı bir hayvan familyasıdır.",1,"Chlamydoselachidae, Hexanchiformes takımına bağlı bir hayvan familyasıdır.",Chlamydoselachidae hangi takıma bağlı bir hayvan familyasıdır?,"Chlamydoselachidae, Hexanchiformes takımına bağlı bir hayvan familyasıdır."
wiki_86,206762,Köpek ırkları listesi,"Aşağıda, köpek ırklarının Türkçe ve İngilizce isimleri listelenmiştir:",1,"Aşağıda, köpek ırklarının Türkçe ve İngilizce isimleri listelenmiştir:","Bu cümle, ne tür bilgilerin aşağıda sunulacağını belirtmektedir?","Bu cümle, köpek ırklarının Türkçe ve İngilizce isimlerinin listesinin aşağıda sunulacağını belirtmektedir."
wiki_87,207858,Papiroloji,"Papiroloji, Antik Mısır, Yakındoğu, Antik Yunan ve Antik Roma arkeolojilerinde büyük önemi olan, papirüs üzerine yazılmış belgelerin bakımı, korunması, okunması ve yorumlanması ile uğraşan bilim dalıdır.",1,"Papiroloji, Antik Mısır, Yakındoğu, Antik Yunan ve Antik Roma arkeolojilerinde büyük önemi olan, papirüs üzerine yazılmış belgelerin bakımı, korunması, okunması ve yorumlanması ile uğraşan bilim dalıdır.",Papiroloji nedir?,"Papiroloji, Antik Mısır, Yakındoğu, Antik Yunan ve Antik Roma arkeolojilerinde büyük önemi olan, papirüs üzerine yazılmış belgelerin bakımı, korunması, okunması ve yorumlanması ile uğraşan bilim dalıdır."
wiki_88,210192,Model uçak sınıfları listesi,Model uçak sınıfları,1,Model uçak sınıfları,Metinde geçen 'Model uçak sınıfları' ifadesi ne anlama gelmektedir?,"Bu ifade, model uçakların belirli özelliklerine (örneğin boyut, motor tipi, yapı malzemesi) veya katıldıkları yarışma ve etkinliklerin kurallarına göre ayrıldığı farklı kategorileri belirtir."
wiki_89,211914,Lepilemur mustelinus,Lepilemur mustelinus Lepilemur cinsine bağlı bir hayvan türüdür.,1,Lepilemur mustelinus Lepilemur cinsine bağlı bir hayvan türüdür.,Lepilemur mustelinus nedir?,Lepilemur cinsine bağlı bir hayvan türüdür.
wiki_91,216202,Astronotus ocellatus,"Astronotus ocellatus, ""Astronotus"" cinsine bağlı bir hayvan türüdür.",1,"Astronotus ocellatus, ""Astronotus"" cinsine bağlı bir hayvan türüdür.",Astronotus ocellatus hangi cinse bağlı bir türdür?,"""Astronotus"" cinsine bağlı bir hayvan türüdür."
wiki_92,220130,Dhrishtaketu,"Dhrishtaketu (धृष्‍टकेतु), Hindu mitolojisinde birçok yerde adı geçen bir karakterdir. Şöyle ki, 
ve",1,"Dhrishtaketu (धृष्‍टकेतु), Hindu mitolojisinde birçok yerde adı geçen bir karakterdir.",Dhrishtaketu hangi mitolojide adı geçen bir karakterdir?,"Dhrishtaketu, Hindu mitolojisinde adı geçen bir karakterdir."
wiki_93,222659,Bosanska Krupa,"Bosanska Krupa veya sadece Krupa (Kiril Босанска Крупа), Bosna-Hersek'in kuzeybatısında Una Nehri üzerinde kurulu kent.",1,"Bosanska Krupa veya sadece Krupa (Kiril Босанска Крупа), Bosna-Hersek'in kuzeybatısında Una Nehri üzerinde kurulu kent.",Bosanska Krupa nerede kurulmuştur?,Bosna-Hersek'in kuzeybatısında Una Nehri üzerinde kurulmuştur.
wiki_95,228873,Hindistan millî futbol takımı,"Hindistan millî futbol takımı, Hindistan'ı uluslararası arenada temsil eden futbol takımıdır.",1,"Hindistan millî futbol takımı, Hindistan'ı uluslararası arenada temsil eden futbol takımıdır.",Hindistan millî futbol takımının uluslararası arenadaki temel görevi nedir?,Hindistan'ı uluslararası arenada temsil etmektir.
wiki_96,231115,"Eğrikum, Çarşamba","Eğrikum, Samsun ilinin Çarşamba ilçesine bağlı bir mahalledir.",1,"Eğrikum, Samsun ilinin Çarşamba ilçesine bağlı bir mahalledir.",Eğrikum hangi ilçeye bağlı bir mahalledir?,"Eğrikum, Samsun ilinin Çarşamba ilçesine bağlı bir mahalledir."
wiki_98,235924,Quadrussis,"Quadrussis Roma Cumhuriyeti döneminde basılmış 1/4 as değerinde, ön ve arka yüzlerinde birer öküz figürü bulunan bronz bir sikkedir.",1,"Quadrussis Roma Cumhuriyeti döneminde basılmış 1/4 as değerinde, ön ve arka yüzlerinde birer öküz figürü bulunan bronz bir sikkedir.",Quadrussis nedir ve hangi dönemde basılmıştır?,"Quadrussis, Roma Cumhuriyeti döneminde basılmış, 1/4 as değerinde, ön ve arka yüzlerinde birer öküz figürü bulunan bronz bir sikkedir."
wiki_99,237711,Lübnan millî futbol takımı,"Lübnan millî futbol takımı, Lübnan'ı uluslararası arenada temsil eden futbol takımıdır.",1,"Lübnan millî futbol takımı, Lübnan'ı uluslararası arenada temsil eden futbol takımıdır.","Lübnan millî futbol takımı, uluslararası arenada hangi ülkeyi temsil etmektedir?",Lübnan'ı temsil etmektedir.
wiki_00,240236,"Şambayadı, Çukurova","Şambayadı, Adana ilinin Çukurova ilçesine bağlı bir mahalledir.",1,"Şambayadı, Adana ilinin Çukurova ilçesine bağlı bir mahalledir.",Şambayadı hangi ile bağlı bir mahalledir?,Adana iline bağlı bir mahalledir.
wiki_01,242852,La guerra de los gimnasios,"La guerra de los gimnasios, Diego Lerman tarafından yazılıp çekilen jimnastik salonlarındaki kavgaları işleyen, 24 dakikalık kısa metrajlı bir Arjantin filmidir.",1,"La guerra de los gimnasios, Diego Lerman tarafından yazılıp çekilen jimnastik salonlarındaki kavgaları işleyen, 24 dakikalık kısa metrajlı bir Arjantin filmidir.",La guerra de los gimnasios filmi hangi konuyu ele almaktadır?,"Bu film, jimnastik salonlarındaki kavgaları işlemektedir."
wiki_03,251035,Laos millî futbol takımı,"Laos millî futbol takımı, Laos'u uluslararası arenada temsil eden futbol takımıdır.",1,"Laos millî futbol takımı, Laos'u uluslararası arenada temsil eden futbol takımıdır.",Laos millî futbol takımı uluslararası arenada hangi ülkeyi temsil eder?,Laos'u temsil eder.
wiki_05,260751,English,English:,1,Verilen metin boş olduğu için anlamlı bir cümle seçilememiştir.,Sunulan metinden neden anlamlı bir cümle seçilememiştir?,"Metin içeriği boş bırakıldığından, herhangi bir anlamlı veya ilginç cümle bulunamadı ve bu nedenle seçim yapılamadı."
wiki_07,263876,"Saraycık, Develi","Saraycık, Kayseri ilinin Develi ilçesine bağlı bir mahalledir.",1,"Saraycık, Kayseri ilinin Develi ilçesine bağlı bir mahalledir.",Saraycık hangi il ve ilçeye bağlı bir mahalledir?,"Saraycık, Kayseri ilinin Develi ilçesine bağlı bir mahalledir."
wiki_08,265226,Akarsu morfolojisi,"Akarsu morfolojisi ya da diğer adıyla nehir morfolojisi, nehir kanallarının şekillerini ve zaman içerisinde nehir kanallarının yönlerinin ve şekillerinin nasıl değiştiğini göstermek için kullanılan terimlerdir.",1,"Akarsu morfolojisi ya da diğer adıyla nehir morfolojisi, nehir kanallarının şekillerini ve zaman içerisinde nehir kanallarının yönlerinin ve şekillerinin nasıl değiştiğini göstermek için kullanılan terimlerdir.",Akarsu morfolojisi veya nehir morfolojisi terimleri ne anlama gelmektedir?,"Bu terimler, nehir kanallarının şekillerini ve zamanla bu kanalların yönlerinin ve şekillerinin nasıl değiştiğini açıklamak için kullanılır."
wiki_10,269758,"Değirmigöl, Saray","Değirmigöl, Van ilinin Saray ilçesine bağlı bir mahalledir.",1,"Değirmigöl, Van ilinin Saray ilçesine bağlı bir mahalledir.",Değirmigöl hangi il ve ilçeye bağlıdır?,"Değirmigöl, Van ilinin Saray ilçesine bağlıdır."
wiki_14,277743,"Karaselendi, Selendi","Karaselendi, Manisa ilinin Selendi ilçesine bağlı bir mahalledir.",1,"Karaselendi, Manisa ilinin Selendi ilçesine bağlı bir mahalledir.",Karaselendi'nin bağlı olduğu il hangi ildir?,"Karaselendi, Manisa iline bağlıdır."
wiki_17,284341,"Eğercili, Kandıra","Eğercili, Kocaeli ilinin Kandıra ilçesine bağlı bir mahalle.",1,"Eğercili, Kocaeli ilinin Kandıra ilçesine bağlı bir mahalle.",Eğercili hangi ile ve ilçeye bağlıdır?,"Eğercili, Kocaeli ilinin Kandıra ilçesine bağlıdır."
wiki_18,285933,Le Chatelier ilkesi,"Le Chatelier İlkesi'ne göre, kimyada dengedeki bir sisteme dışarıdan bir etkide bulunulduğunda, sistem bu etkiyi azaltıcı yönde yeni bir denge hâli oluşturur.",1,"Le Chatelier İlkesi'ne göre, kimyada dengedeki bir sisteme dışarıdan bir etkide bulunulduğunda, sistem bu etkiyi azaltıcı yönde yeni bir denge hâli oluşturur.",Le Chatelier İlkesi'nin temel prensibi nedir?,"Le Chatelier İlkesi'ne göre, dengedeki bir kimyasal sisteme dışarıdan bir etki yapıldığında, sistem bu etkiyi azaltıcı yönde yeni bir denge hâli oluşturur."
wiki_20,289323,"Çukurca, Akçaabat","Çukurca, Trabzon ilinin Akçaabat ilçesine bağlı bir mahalledir.
Coğrafya.
Trabzon il merkezine 24 km, Akçaabat ilçesine 23 km uzaklıktadır.",3,"Çukurca, Trabzon ilinin Akçaabat ilçesine bağlı bir mahalledir.",Çukurca hangi ilin hangi ilçesine bağlı bir mahalledir?,"Çukurca, Trabzon ilinin Akçaabat ilçesine bağlı bir mahalledir."
wiki_22,292191,Antilocapridae,Antilocapridae Pecora kladına bağlı bir hayvan familyasıdır.,1,Antilocapridae Pecora kladına bağlı bir hayvan familyasıdır.,Antilocapridae nedir?,Pecora kladına bağlı bir hayvan familyasıdır.
wiki_23,293504,Deneme yanılma yöntemi,"Deneme yanılma yöntemi, bir uygulamayı teoride kalmayarak, uygulamada deneyerek yapıp sonucunda ortaya çıkacak başarılı ve başarısız sonuçları bizzat gözlemleyerek bir sonuca ulaşma yöntemi olarak adlandırılabilir.",1,"Deneme yanılma yöntemi, bir uygulamayı teoride kalmayarak, uygulamada deneyerek yapıp sonucunda ortaya çıkacak başarılı ve başarısız sonuçları bizzat gözlemleyerek bir sonuca ulaşma yöntemi olarak adlandırılabilir.",Metne göre deneme yanılma yöntemi neyi amaçlayan bir yaklaşımdır?,"Deneme yanılma yöntemi, bir uygulamayı yalnızca teoride bırakmayıp, onu pratikte deneyerek, ortaya çıkan başarılı ve başarısız sonuçları doğrudan gözlemleyerek bir sonuca ulaşmayı amaçlayan bir yaklaşımdır."
wiki_24,296888,Uçuşa Elverişlilik Yönergesi,"Uçabilirlik Yönergesi ya da Uçuşa Elverişlilik Yönergesi, İngilizce adı ile Airworthiness Directive ve Fransızca adı ile Consigne de Navigabilité (""CN"") ya da havacılıktaki genel kullanımı ile ""AD"", belli bir modeldeki uçak için uçağın üretici firmasının bağlı bulunduğu havacılık otoritesi ya da uçağın işletmecisinin veya sahibinin bağlı bulunduğu sivil havacılık otoritesinin hazırladığı uygulanması ve uyulması zorunlu olan bilgi notudur.",1,"Uçabilirlik Yönergesi ya da Uçuşa Elverişlilik Yönergesi, İngilizce adı ile Airworthiness Directive ve Fransızca adı ile Consigne de Navigabilité (""CN"") ya da havacılıktaki genel kullanımı ile ""AD"", belli bir modeldeki uçak için uçağın üretici firmasının bağlı bulunduğu havacılık otoritesi ya da uçağın işletmecisinin veya sahibinin bağlı bulunduğu sivil havacılık otoritesinin hazırladığı uygulanması ve uyulması zorunlu olan bilgi notudur.",Uçuşa Elverişlilik Yönergesi (AD) kimler tarafından hazırlanır ve niteliği nedir?,"Uçuşa Elverişlilik Yönergesi (AD), belli bir modeldeki uçak için uçağın üretici firmasının bağlı bulunduğu havacılık otoritesi ya da uçağın işletmecisinin veya sahibinin bağlı bulunduğu sivil havacılık otoritesi tarafından hazırlanır. Niteliği ise, uygulanması ve uyulması zorunlu olan bir bilgi notu olmasıdır."
wiki_25,299730,Boer Savaşı,"Boer Savaşı, Birleşik Krallık ile Boerler arasında günümüzde Güney Afrika Cumhuriyeti'nin kurulu olduğu topraklarda gerçekleştirilen askeri çatışmalara verilen isimdir.",1,"Boer Savaşı, Birleşik Krallık ile Boerler arasında günümüzde Güney Afrika Cumhuriyeti'nin kurulu olduğu topraklarda gerçekleştirilen askeri çatışmalara verilen isimdir.",Boer Savaşı günümüzde hangi ülkenin topraklarında gerçekleşmiştir?,"Boer Savaşı, günümüzde Güney Afrika Cumhuriyeti'nin kurulu olduğu topraklarda gerçekleşmiştir."
wiki_26,303447,Okült terimleri listesi,Bu maddede okült gelenekleri ve büyücülük ile ilgili terimlerin bir listesi mevcuttur.,1,Bu maddede okült gelenekleri ve büyücülük ile ilgili terimlerin bir listesi mevcuttur.,Bu maddenin içeriği nedir?,"Bu madde, okült gelenekleri ve büyücülük ile ilgili terimlerin bir listesini içermektedir."
wiki_27,306393,Cardcaptor Sakura bölümleri listesi,"Bu madde, Cardcaptor Sakura'nın bölümlerinin bir listesidir.",1,"Bu madde, Cardcaptor Sakura'nın bölümlerinin bir listesidir.","Verilen metne göre, bu madde ne hakkında bilgi vermektedir?","Bu madde, Cardcaptor Sakura'nın bölümlerinin bir listesidir."
wiki_31,320390,Nikotinamid,"Nikotinamid veya niyasinamid, vitamin B3 olarak bilinen niyasin'in amid halidir.",1,"Nikotinamid veya niyasinamid, vitamin B3 olarak bilinen niyasin'in amid halidir.",Vitamin B3 olarak bilinen niyasinin amid hali hangi isimlerle anılmaktadır?,Vitamin B3 olarak bilinen niyasinin amid hali Nikotinamid veya Niyasinamid isimleriyle anılmaktadır.
wiki_32,323954,Manifesto,"Manifesto veya bildiri, toplumsal bir hareketin duyurulması ve savlarının belirtilmesi üzerine kurulan, bir akımın, bir hareketin oluşunu bildiren yazılardır.",1,"Manifesto veya bildiri, toplumsal bir hareketin duyurulması ve savlarının belirtilmesi üzerine kurulan, bir akımın, bir hareketin oluşunu bildiren yazılardır.",Bir manifesto veya bildirinin tanımlayıcı özellikleri nelerdir?,"Manifesto veya bildiri, toplumsal bir hareketin duyurulması ve savlarının belirtilmesi üzerine kurulan, bir akımın ya da hareketin varlığını ilan eden yazılardır."
wiki_33,327378,The Sims Life Stories,"The Sims Life Stories Will Wright tarafından tasarlanan, dağıtımı Electronic Arts'ın, yayımlanması Maxis'in önderliğinde piyasaya sürülmüş bir strateji-hayat simülasyonu bilgisayar oyunu olan The Sims'in ileri sürümüdür.",1,"The Sims Life Stories Will Wright tarafından tasarlanan, dağıtımı Electronic Arts'ın, yayımlanması Maxis'in önderliğinde piyasaya sürülmüş bir strateji-hayat simülasyonu bilgisayar oyunu olan The Sims'in ileri sürümüdür.","The Sims Life Stories, hangi türde bir bilgisayar oyunudur ve hangi oyunun ileri sürümüdür?","The Sims Life Stories, bir strateji-hayat simülasyonu bilgisayar oyunu olup, The Sims'in ileri sürümüdür."
wiki_37,338129,Portulacaceae,Portulacaceae Caryophyllales takımına bağlı bir bitki familyasıdır.,1,Portulacaceae Caryophyllales takımına bağlı bir bitki familyasıdır.,Portulacaceae hangi takıma bağlı bir bitki familyasıdır?,Caryophyllales takımı.
wiki_41,352382,Çanakkale Savaşı deniz harekâtlarına katılan İtilaf Devletlerine ait savaş gemileri listesi,"Bu liste, Çanakkale Savaşı süresince bölgede görev almış savaş gemilerini göstermektedir.",1,"Bu liste, Çanakkale Savaşı süresince bölgede görev almış savaş gemilerini göstermektedir.",Bu liste ne hakkında bilgi vermektedir?,Çanakkale Savaşı süresince bölgede görev almış savaş gemilerini göstermektedir.
wiki_43,358604,"Sapalan, Koçarlı","Sapalan, Aydın ilinin Koçarlı ilçesine bağlı bir mahalledir.",1,"Sapalan, Aydın ilinin Koçarlı ilçesine bağlı bir mahalledir.","Sapalan, idari olarak hangi il ve ilçeye bağlı bir yerleşim birimidir?","Sapalan, Aydın ilinin Koçarlı ilçesine bağlı bir mahalledir."
wiki_46,369542,Duva,"Duva, Alcyoniidae familyasına bağlı bir hayvan cinsidir.",1,"Duva, Alcyoniidae familyasına bağlı bir hayvan cinsidir.","Duva, hangi familyaya bağlı bir hayvan cinsidir?","Duva, Alcyoniidae familyasına bağlı bir hayvan cinsidir."
wiki_49,376736,Simetidin,"Simetidin, H2-reseptör antagonistleri sınıfından mide asidi üretimini inhibe eden bir ilaçtır.",1,"Simetidin, H2-reseptör antagonistleri sınıfından mide asidi üretimini inhibe eden bir ilaçtır.",Simetidin hangi ilaç sınıfına aittir ve vücutta ne gibi bir etki gösterir?,"Simetidin, H2-reseptör antagonistleri sınıfına aittir ve mide asidi üretimini inhibe etme etkisi gösterir."
wiki_52,386039,Krwlng,"Krwlng, Linkin Park'ın 2000 yılında çıkardıkları Hybrid Theory adlı albümlerinde yayınladıkları Crawling isimli parçanın 2002 yılındaki Reanimation isimli Remix albümlerindeki Remix versiyonu Krwlng.",1,"Krwlng, Linkin Park'ın 2000 yılında çıkardıkları Hybrid Theory adlı albümlerinde yayınladıkları Crawling isimli parçanın 2002 yılındaki Reanimation isimli Remix albümlerindeki Remix versiyonu Krwlng.","Linkin Park'ın 'Reanimation' albümünde yer alan 'Krwlng' parçası, hangi orijinal şarkının remix versiyonudur ve bu orijinal şarkı hangi albümde yayınlanmıştır?","Krwlng, Linkin Park'ın 2000 yılında 'Hybrid Theory' adlı albümlerinde yayınladıkları 'Crawling' isimli parçanın remix versiyonudur."
wiki_53,388383,Annette Bening,"Annette Carol Bening, (29 Mayıs 1958) Altın Küre, BAFTA ve SAG ödülü sahibi Amerikalı oyuncudur.",1,"Annette Carol Bening, (29 Mayıs 1958) Altın Küre, BAFTA ve SAG ödülü sahibi Amerikalı oyuncudur.",Annette Carol Bening hangi önemli ödüllere sahiptir?,"Annette Carol Bening, Altın Küre, BAFTA ve SAG ödülü sahibidir."
wiki_58,401548,Tehlikedeki tür,"Tehlikedeki türler, neslinin tükenme riski çok yüksek olan türlerdir.",1,"Tehlikedeki türler, neslinin tükenme riski çok yüksek olan türlerdir.",Tehlikedeki türler nasıl tanımlanır?,Neslinin tükenme riski çok yüksek olan türlerdir.
wiki_59,404717,2007 Dünya Halter Şampiyonası - Erkekler 56 kg,"2007 Dünya Halter Şampiyonası'nda Erkekler 56 kg yarışması, 17-18 Eylül 2007 tarihinde gerçekleştirildi.",1,"2007 Dünya Halter Şampiyonası'nda Erkekler 56 kg yarışması, 17-18 Eylül 2007 tarihinde gerçekleştirildi.",2007 Dünya Halter Şampiyonası'nda düzenlenen Erkekler 56 kg yarışması hangi tarihlerde yapılmıştır?,17-18 Eylül 2007 tarihinde.
wiki_61,412758,DFS 194,"DFS 194, Alexander Lippisch tarafından Deutsche Forschungsanstalt für Segelflug (DFS - ""Alman Planör Uçuşu Enstitüsü) dahilinde geliştirilmiş roket motorlu uçak prototipi.",1,"DFS 194, Alexander Lippisch tarafından Deutsche Forschungsanstalt für Segelflug (DFS - ""Alman Planör Uçuşu Enstitüsü) dahilinde geliştirilmiş roket motorlu uçak prototipi.","Alexander Lippisch tarafından geliştirilen DFS 194, ne tür bir araç prototipidir?",Roket motorlu bir uçak prototipidir.
wiki_63,421819,Peter Carey,"Peter Carey, (7 Mayıs 1943 doğumlu), ""Oscar and Lucinda"" adlı romanıyla 1988 ve ""True History of the Kelly Gang"" adlı romanıyla 2001 Man Booker Ödülü'nü kazanan Avustralyalı yazar.",1,"Peter Carey, (7 Mayıs 1943 doğumlu), ""Oscar and Lucinda"" adlı romanıyla 1988 ve ""True History of the Kelly Gang"" adlı romanıyla 2001 Man Booker Ödülü'nü kazanan Avustralyalı yazar.","Peter Carey, Man Booker Ödülü'nü hangi romanlarıyla ve hangi yıllarda kazanmıştır?","Peter Carey, Man Booker Ödülü'nü ""Oscar and Lucinda"" adlı romanıyla 1988'de ve ""True History of the Kelly Gang"" adlı romanıyla 2001'de kazanmıştır."
wiki_66,431804,Hatice Sultan,Hatice Sultan Osmanlı tarihinde adı geçen Hatice adını taşıyan birden fazla padişah eşi veya kızı anlamına gelebilir:,1,Hatice Sultan Osmanlı tarihinde adı geçen Hatice adını taşıyan birden fazla padişah eşi veya kızı anlamına gelebilir.,"Metne göre, 'Hatice Sultan' unvanı Osmanlı tarihinde ne gibi bir belirsizliğe işaret edebilir?","Metin, 'Hatice Sultan' unvanının Osmanlı tarihinde Hatice adını taşıyan birden fazla padişah eşi veya kızı anlamına gelebileceğini, dolayısıyla tek bir kişiye işaret etmeyip bir belirsizlik barındırdığını belirtmektedir."
wiki_67,434861,Carl Lindhagen,Carl Lindhagen (1860 - 1946) İsveçli bir sosyalist politikacı.,1,Carl Lindhagen (1860 - 1946) İsveçli bir sosyalist politikacı.,Carl Lindhagen'in mesleği ve politik görüşü neydi?,"Carl Lindhagen, İsveçli bir sosyalist politikacıydı."
wiki_69,443486,Kırgız filmleri listesi,Bu liste Kırgızistan yapımı filmleri içermektedir.,1,Bu liste Kırgızistan yapımı filmleri içermektedir.,Verilen bilgiye göre bu liste hangi ülkenin filmlerini kapsamaktadır?,Bu liste Kırgızistan yapımı filmleri kapsamaktadır.
wiki_71,452432,1914 Osmanlı İmparatorluğu nüfus sayımı,"TSK Genelkurmay Başkanlığı arşivinde bulunan belgelerde vilayet ve sancaklara göre Müslüman, Ermeni ve Rum nüfus bilgisi aşağıdaki tablodadır.",1,"TSK Genelkurmay Başkanlığı arşivinde bulunan belgelerde vilayet ve sancaklara göre Müslüman, Ermeni ve Rum nüfus bilgisi aşağıdaki tablodadır.",Yukarıdaki cümlede bahsedilen nüfus bilgileri hangi etnik grupları kapsamaktadır?,"Nüfus bilgileri Müslüman, Ermeni ve Rum etnik gruplarını kapsamaktadır."
wiki_73,460999,Rapturka,"Rapturka, Ogeday'ın 2003 yılının yaz aylarında çıkan ilk albümüdür.",1,"Rapturka, Ogeday'ın 2003 yılının yaz aylarında çıkan ilk albümüdür.",Ogeday'ın ilk albümünün adı nedir ve ne zaman piyasaya sürülmüştür?,Ogeday'ın ilk albümünün adı Rapturka'dır ve 2003 yılının yaz aylarında piyasaya sürülmüştür.
wiki_77,477795,Mani (tıp),"Mani, kişinin depresyon sürecinde normal hâlinden farklı, abartılı ve aşırı davranışlar sergilemesi durumu.",1,"Mani, kişinin depresyon sürecinde normal hâlinden farklı, abartılı ve aşırı davranışlar sergilemesi durumu.",Mani nedir?,"Mani, kişinin depresyon sürecinde normal hâlinden farklı, abartılı ve aşırı davranışlar sergilemesi durumudur."
wiki_78,481029,Fiat Punto,"Fiat Punto, Fiat'ın ürettiği otomobil modeli.",1,"Fiat Punto, Fiat'ın ürettiği otomobil modeli.",Fiat Punto hangi markanın ürettiği bir otomobil modelidir?,Fiat.
wiki_79,483624,Dacryodes excelsa,"Dacryodes excelsa, ""Dacryodes"" cinsine bağlı bir bitki türüdür.",1,"Dacryodes excelsa, ""Dacryodes"" cinsine bağlı bir bitki türüdür.",Dacryodes excelsa hangi cinse aittir?,"""Dacryodes"" cinsine aittir."
wiki_80,486907,Timbaland Presents Shock Value,"Timbaland Presents Shock Value, Amerikalı yapımcı Timbaland'in ikinci solo albümü.",1,"Timbaland Presents Shock Value, Amerikalı yapımcı Timbaland'in ikinci solo albümü.",Metne göre Timbaland Presents Shock Value nedir?,Amerikalı yapımcı Timbaland'in ikinci solo albümüdür.
wiki_82,494587,Paraíba,Paraíba Brezilya'nın 26 eyaletinden biridir.,1,Paraíba Brezilya'nın 26 eyaletinden biridir.,"Paraíba, Brezilya'nın idari yapısında neye karşılık gelmektedir?","Paraíba, Brezilya'nın 26 eyaletinden biridir."
wiki_85,508576,Nüfusa göre Avrupa Birliği üye devletler listesi,"Bu liste, Eurostat tarafından açıklanan 2020 nüfus verilerine göre sıralanmış, Avrupa Birliği üye devletlerinin bir listesidir.",1,"Bu liste, Eurostat tarafından açıklanan 2020 nüfus verilerine göre sıralanmış, Avrupa Birliği üye devletlerinin bir listesidir.","Bu liste, hangi kurum tarafından açıklanan ve hangi yıla ait verilere göre sıralanmıştır?",Eurostat tarafından açıklanan 2020 nüfus verilerine göre sıralanmıştır.
